地區,大廈名單,個案最後到訪日期,相關個案編號
黃大仙,環鳳街24-28號地下 明記粉麵茶餐廳 (非住宅),22/01/2022,13481
葵青,美達中心 (非住宅),22/01/2022,13489
葵青,佛教林金殿紀念小學 (非住宅),22/01/2022,13507
油尖旺,忠和商業中心 (非住宅),22/01/2022,13508
油尖旺,K11 購物藝術館 (非住宅),22/01/2022,13507
油尖旺,洋松街67B號 得龍越南菜館 (非住宅),22/01/2022,13539
大埔,寶華樓 佰味山西刀削麵 (非住宅),22/01/2022,13530
葵青,葵涌邨雅葵樓 (非住宅),22/01/2022,13591
黃大仙,慈雲山中心 百匯軒 (非住宅),22/01/2022,13591
九龍城,勝利道24號 富華燒味餐廳 (非住宅),22/01/2022,13614
黃大仙,黃大仙中心 大快活 (非住宅),22/01/2022,13622
大埔,汀角路29-35號 明星皇宮 (非住宅),22/01/2022,13684
九龍城,萬國殯儀館 (非住宅),22/01/2022,13684
觀塘,孔雀樓 翡翠冰室 (非住宅),22/01/2022,13692
觀塘,宜安街街市 (非住宅),22/01/2022,13692
中西區,正街街市 (非住宅),22/01/2022,13758
西貢,彩明苑彩柳閣 (非住宅),22/01/2022,13823
油尖旺,美麗華商場1期 牛角Buffet (非住宅),22/01/2022,13859
油尖旺,美麗華商場2期 (非住宅),22/01/2022,13859
深水埗,保安道市政大廈 (非住宅),22/01/2022,13875
深水埗,義華大廈 蘇山雞飯 (非住宅),22/01/2022,13874
沙田,沙田街市 (非住宅),22/01/2022,13903
東區,永利中心 永利茶餐廳 (非住宅),22/01/2022,13930
中西區,華懋大廈 大家樂 (非住宅),22/01/2022,13972
沙田,新港城中心 三和燒臘小廚茶餐廳 (非住宅),22/01/2022,14042
觀塘,鯉魚門廣場 銀龍粉麵茶餐廳 (非住宅),22/01/2022,14263
油尖旺,海港城 (非住宅),23/01/2022,"13072, 13092, 13322, 13427, 13821"
沙田,頌安商場 (非住宅),23/01/2022,"13093, 13142, 13755"
油尖旺,半島酒店 (非住宅),23/01/2022,"13122, 13678"
屯門,大興邨興平樓 (非住宅),23/01/2022,"13243, 13796"
元朗,順發大廈 群星閣海鮮酒家 (非住宅),23/01/2022,13292
荃灣,荃薈 (非住宅),23/01/2022,"13306, 13307, 13402, 13420, 13426, 13428"
荃灣,荃新天地二期 (非住宅),23/01/2022,"13340, 13697"
黃大仙,鳳凰大樓地下 (非住宅),23/01/2022,"13370, 13481, 13694"
北區,粉嶺名都商場 德興茶餐廳 (非住宅),23/01/2022,13391
荃灣,荃灣眾安街47號地下 (非住宅),23/01/2022,13426
東區,愛東商場 (非住宅),23/01/2022,13452
觀塘,南泰大樓地下 (非住宅),23/01/2022,13465
黃大仙,荷里活廣場 小王牛肉麵 (非住宅),23/01/2022,13477
黃大仙,健康樓 富堡茶餐廳 (非住宅),23/01/2022,13481
荃灣,荃灣千色匯 2 (非住宅),23/01/2022,13508
沙田,駿洋邨駿時樓 (非住宅),23/01/2022,"13533, 13595"
油尖旺,永安九龍中心 (非住宅),23/01/2022,13530
沙田,駿洋商場 (非住宅),23/01/2022,13595
黃大仙,慈雲山中心 堅信號上海生煎皇 (非住宅),23/01/2022,13591
荃灣,愉景新城 泰2.0 (非住宅),23/01/2022,13608
離島,東薈城 (非住宅),23/01/2022,13616
東區,藍灣半島商場 德馨苑海鮮酒家 (非住宅),23/01/2022,13614
油尖旺,聯合廣場 (非住宅),23/01/2022,13678
觀塘,APM (非住宅),23/01/2022,13678
大埔,海寶花園 蕃滿門 (非住宅),23/01/2022,13684
荃灣,新界南總區總部 (非住宅),23/01/2022,13718
東區,康怡廣場(南) (非住宅),23/01/2022,13758
東區,康怡廣場(南) 茶房別天神 (非住宅),23/01/2022,13758
離島,富東廣場 大家樂 (非住宅),23/01/2022,13769
觀塘,MegaBox (非住宅),23/01/2022,13765
葵青,新都會廣場 元気寿司 (非住宅),23/01/2022,13770
荃灣,荃灣千色匯2期 Pokka Café (非住宅),23/01/2022,13789
荃灣,荃灣龍母廟 (非住宅),23/01/2022,13789
東區,皇冠大廈地下 (非住宅),23/01/2022,13821
中西區,國際金融中心 (非住宅),23/01/2022,13821
荃灣,石圍角邨石菊樓 (非住宅),23/01/2022,"13847, 13972"
觀塘,1亞太中心 極尚大瀛喜日本料理 (非住宅),23/01/2022,13874
觀塘,坪石邨停車場地下 麥當勞 (非住宅),23/01/2022,13880
中西區,華豐燒臘 (非住宅),23/01/2022,13972
黃大仙,彩雲商場 仁和堂龜苓膏專門店 (非住宅),23/01/2022,14006
離島,東薈城 芽莊越式料理 (非住宅),23/01/2022,14067
沙田,博康邨熟食檔 劉萬利美食 (非住宅),23/01/2022,14102
油尖旺,港威商場 (非住宅),23/01/2022,14122
油尖旺,海運大廈 幸匠燒 (非住宅),23/01/2022,14122
葵青,葵盛東商場 (非住宅),23/01/2022,14160
觀塘,鯉魚門廣場 麥當勞 (非住宅),23/01/2022,14263
葵青,大窩口商場 金百樂海鮮酒家 (非住宅),24/01/2022,"13117, 13194, 13217, 13274, 13275, 13781"
葵青,仁雅大廈 紅茶 (非住宅),24/01/2022,"13194, 13197, 13232, 13291, 13620"
荃灣,百悅坊 龍廷粵菜廳 (非住宅),24/01/2022,"13261, 13348, 13447"
葵青,大窩口商場 譚仔三哥米線 (非住宅),24/01/2022,"13446, 13762"
離島,國泰航空貨運站 (非住宅),24/01/2022,13476
葵青,葵福大廈 金星餐廳 (非住宅),24/01/2022,13476
大埔,培錦樓 金龍冰室 (非住宅),24/01/2022,13476
西貢,香港道教聯合會圓玄學院第三中學 (非住宅),24/01/2022,"13470, 13855"
油尖旺,宏昌大廈倉庫 (非住宅),24/01/2022,13476
黃大仙,竹園廣場 (非住宅),24/01/2022,13480
黃大仙,竹園廣場 明星海鮮燒鵝專門店 (非住宅),24/01/2022,13480
九龍城,萬基大廈 (非住宅),24/01/2022,13506
黃大仙,環鳳街40-44號 來多客 (非住宅),24/01/2022,"13526, 13527"
油尖旺,佐敦道39號 安園餐廳 (非住宅),24/01/2022,13530
油尖旺,民眾安全服務隊總部 (非住宅),24/01/2022,13530
沙田,新城市商業大廈 (非住宅),24/01/2022,13533
荃灣,荃豐中心 (非住宅),24/01/2022,13566
油尖旺,旺角中心 龍城冰室 (非住宅),24/01/2022,13592
黃大仙,正鳳樓 金滿海鮮坊 (非住宅),24/01/2022,13591
葵青,大窩口邨富德樓 (非住宅),24/01/2022,13591
觀塘,創紀之城6期 (非住宅),24/01/2022,13591
黃大仙,慈雲山中心 大快活 (非住宅),24/01/2022,13591
荃灣,荃灣中心地下 (非住宅),24/01/2022,13608
荃灣,富麗花園商場地下 (非住宅),24/01/2022,13609
荃灣,荃灣中心 大家樂 (非住宅),24/01/2022,13608
東區,德宏大廈 (非住宅),24/01/2022,13613
灣仔,瑞安中心 (非住宅),24/01/2022,13613
深水埗,北河街171號 寶德茶餐廳 (非住宅),24/01/2022,13625
離島,東薈城 Wheatfield X 羅宋湯專門店 (非住宅),24/01/2022,"13620, 13846"
黃大仙,黃大仙中心 (非住宅),24/01/2022,13622
黃大仙,黃大仙中心 美心MX (非住宅),24/01/2022,13622
屯門,東威閣 五味茶餐廳 (非住宅),24/01/2022,13716
北區,嘉福商場 (非住宅),24/01/2022,13754
屯門,仁愛街市 (非住宅),24/01/2022,13753
黃大仙,新光中心2座 泉成茶餐廳 (非住宅),24/01/2022,13766
西貢,海悅豪園商場 真味鮮廚 (非住宅),24/01/2022,13765
油尖旺,通菜街97號 阿來泰式地道風味 (非住宅),24/01/2022,13770
元朗,萬鈞伯裘書院 (非住宅),24/01/2022,13788
北區,九巴上水石湖墟車廠 (非住宅),24/01/2022,13795
油尖旺,上海街595號 荷里活冰室 (非住宅),24/01/2022,13825
觀塘,淘大花園 甜入心 (非住宅),24/01/2022,13822
觀塘,順利邨利溢樓 (非住宅),24/01/2022,13823
觀塘,得寶花園商場 譚仔三哥米線 (非住宅),24/01/2022,13822
元朗,富寧樓 四季燒臘茶餐廳 (非住宅),24/01/2022,13849
荃灣,廣益大廈 漁川米線 (非住宅),24/01/2022,13874
九龍城,蕪湖街48號 上海真真豆漿大王 (非住宅),24/01/2022,13931
葵青,新都會廣場 敏華冰廳 (非住宅),24/01/2022,"13933, 13972"
中西區,尚樓餐廳 (非住宅),24/01/2022,13972
九龍城,土瓜灣市政大廈暨政府合署 (非住宅),24/01/2022,13973
中西區,國際金融中心二期 (非住宅),24/01/2022,13972
灣仔,囍寓 麥當勞 (非住宅),24/01/2022,14099
葵青,石籬商場1期 中興牛雜達人 (非住宅),24/01/2022,14119
沙田,名城1期5座 (非住宅),24/01/2022,14122
油尖旺,文華商場 沙嗲王 (非住宅),24/01/2022,14169
沙田,村南道51號 紅茶冰室 (非住宅),24/01/2022,14246
屯門,富泰商場 肯德基 (非住宅),24/01/2022,14240
屯門,V city (非住宅),25/01/2022,"12654, 12708, 12966, 12988, 14060"
荃灣,明華工業大廈 (非住宅),25/01/2022,"13191, 13389, 13610"
油尖旺,雅蘭中心 (非住宅),25/01/2022,"13202, 13771"
葵青,大窩口商場 大家樂 (非住宅),25/01/2022,"13253, 13303, 13771"
觀塘,宏天廣場 (非住宅),25/01/2022,"13336, 13874"
葵青,葵涌廣場 吉野家 (非住宅),25/01/2022,"13353, 14035"
油尖旺,朗豪坊 (非住宅),25/01/2022,"13507, 13771"
屯門,良景商場 (非住宅),25/01/2022,13565
屯門,良景商場 祥景茶餐廳 (非住宅),25/01/2022,13565
中西區,康威花園 北園酒家 (非住宅),25/01/2022,13591
荃灣,悅來坊 生記海鮮酒家 (非住宅),25/01/2022,13609
觀塘,秀茂坪商場 (非住宅),25/01/2022,13611
離島,國泰城 (非住宅),25/01/2022,"13620, 13846"
黃大仙,黃大仙中心 大家樂 (非住宅),25/01/2022,13622
離島,逸東商場地下 (非住宅),25/01/2022,13697
離島,逸東商場 麥當勞 (非住宅),25/01/2022,13697
屯門,置樂花園4座地下 (非住宅),25/01/2022,13716
屯門,三聖商場 青山灣漁港 (非住宅),25/01/2022,13716
屯門,華都商場 秋田日本料理 (非住宅),25/01/2022,13716
觀塘,淘大花園2期 譚仔雲南米線 (非住宅),25/01/2022,13757
觀塘,淘大商場3期 (非住宅),25/01/2022,13757
屯門,置樂花園商場 (非住宅),25/01/2022,13753
中西區,卑路乍街35A號地下 (非住宅),25/01/2022,13758
屯門,嘉喜利大廈 (非住宅),25/01/2022,13753
灣仔,新鴻基中心 (非住宅),25/01/2022,"13765, 13773"
黃大仙,黃大仙中心南館 麥當勞 (非住宅),25/01/2022,13766
黃大仙,竹園南邨富園樓 (非住宅),25/01/2022,13773
葵青,新都會廣場 燒肉Like (非住宅),25/01/2022,13771
油尖旺,信和中心 (非住宅),25/01/2022,13771
元朗,俊宏軒商場 (非住宅),25/01/2022,13788
荃灣,香車街街市 (非住宅),25/01/2022,13789
深水埗,欽洲街西36號 (非住宅),25/01/2022,13814
觀塘,鱷魚恤中心 極尚大喜屋 (非住宅),25/01/2022,13826
油尖旺,新亞大樓 魚蛋哥 (非住宅),25/01/2022,13825
觀塘,裕民大廈地下 (非住宅),25/01/2022,13849
黃大仙,錦安樓 (非住宅),25/01/2022,13848
油尖旺,君臨天下2座 (非住宅),25/01/2022,13843
觀塘,輔成樓地下 (非住宅),25/01/2022,13854
九龍城,翔龍灣廣場 太興 (非住宅),25/01/2022,13874
黃大仙,彩雲(一)邨白鳳樓 (非住宅),25/01/2022,"13876, 13877, 13926"
離島,政府飛行服務隊總部 (非住宅),25/01/2022,13905
屯門,良景市集 (非住宅),25/01/2022,13905
油尖旺,茂林商業大廈 (非住宅),25/01/2022,13907
油尖旺,文輝樓 老趙越南餐廳 (非住宅),25/01/2022,13918
東區,怡順街1-3號 威利華餐廳 (非住宅),25/01/2022,"13929, 13939"
沙田,置富第一城 譚仔三哥米線 (非住宅),25/01/2022,13969
元朗,俊宏軒地下 (非住宅),25/01/2022,13971
沙田,京瑞廣場1期 (非住宅),25/01/2022,13980
荃灣,柴灣角熟食市場 (非住宅),25/01/2022,14014
葵青,新都會廣場 麥當勞 (非住宅),25/01/2022,14035
油尖旺,香港西九龍站 (非住宅),25/01/2022,14041
西貢,港鐵康城站 (非住宅),25/01/2022,14040
葵青,美華工業大廈 (非住宅),25/01/2022,14075
沙田,新城市中央廣場2座 (非住宅),25/01/2022,14072
沙田,沙角商場 美景牛雜粉麵 (非住宅),25/01/2022,14102
荃灣,海之戀商場 海灣冰室 (非住宅),25/01/2022,14119
屯門,康麗花園地下 (非住宅),25/01/2022,14240
沙田,新田圍商場 (非住宅),25/01/2022,14246
沙田,新城市廣場 滿記甜品 (非住宅),25/01/2022,14267
沙田,沙田中心 肯德基 (非住宅),25/01/2022,14267
西貢,TKO Gateway (西翼) 聰嫂·原素 (非住宅),25/01/2022,14263
屯門,山景商場 (非住宅),25/01/2022,14323
灣仔,富通大廈 Pacific Coffee (非住宅),25/01/2022,14331
葵青,葵涌商場 (非住宅),26/01/2022,"13085, 13111, 13128, 13129, 13131, 13133, 13134, 13145, 13159, 13167, 13171, 13182, 13183, 13184, 13185, 13187, 13190, 13191, 13194, 13196, 13197, 13198, 13199, 13203, 13204, 13207, 13208, 13209, 13211, 13212, 13213, 13215, 13219, 13224, 13226, 13229, 13230, 13231, 13233, 13234, 13235, 13240, 13241, 13242, 13243, 13248, 13254, 13258, 13262, 13273, 13274, 13275, 13280, 13286, 13288, 13291, 13297, 13298, 13302, 13303, 13321, 13324, 13326, 13345, 13352, 13360, 13361, 13368, 13369, 13373, 13376, 13396, 13431, 13439, 13444, 13445, 13454, 13462, 13467, 13469, 13503, 13507, 13536, 13551, 13585, 13597, 13598, 13599, 13653, 13696, 13717, 13771, 13781, 14058"
離島,藍天海岸 (非住宅),26/01/2022,"13091, 13097, 13843"
沙田,新港城中心 (非住宅),26/01/2022,"13093, 13980"
離島,逸東商場 (非住宅),26/01/2022,"13220, 13294, 13375, 13451, 13846, 13878"
荃灣,悅來坊 (非住宅),26/01/2022,"13275, 13306, 13330, 13340, 13348, 13363, 13428, 13432, 13565, 13608, 13609, 13762, 13789, 13972"
葵青,恒景商場 (非住宅),26/01/2022,"13338, 13875"
觀塘,觀塘廣場 譚仔雲南米線 (非住宅),26/01/2022,"13381, 14247"
黃大仙,雙鳳街街市 (非住宅),26/01/2022,"13382, 13622, 13694, 14070"
大埔,富萊花園 稻香.茶居 (非住宅),26/01/2022,"13684, 14005"
黃大仙,飛鳳街36-40號 金滿海鮮坊 (非住宅),26/01/2022,"13693, 13694"
黃大仙,慈雲山中心 (非住宅),26/01/2022,13690
屯門,富泰商場 翠河餐廳 (非住宅),26/01/2022,13716
九龍城,獻主會聖母院書院 (非住宅),26/01/2022,13757
葵青,新都會廣場 星巴克咖啡 (非住宅),26/01/2022,13770
沙田,積福街84號 金城茶餐廳 (非住宅),26/01/2022,"13808, 14054"
觀塘,其士商業中心 譚仔雲南米線 (非住宅),26/01/2022,13813
黃大仙,彩雲商場 大快活 (非住宅),26/01/2022,13812
觀塘,淘大花園 (非住宅),26/01/2022,13820
中西區,遠東金融中心 香港地 (非住宅),26/01/2022,"13824, 13990"
黃大仙,彩虹邨金漢樓地下 (非住宅),26/01/2022,13823
中西區,國際金融中心 Isola Bar & Grill (非住宅),26/01/2022,13822
油尖旺,朗豪坊 麥當勞 (非住宅),26/01/2022,13825
油尖旺,胡社生行 大家樂 (非住宅),26/01/2022,13825
離島,映灣園1期賞濤軒5座 (非住宅),26/01/2022,13843
離島,東環1期5A座 (非住宅),26/01/2022,13843
離島,映灣園3期悅濤軒9座 (非住宅),26/01/2022,13843
離島,迎東商場 意樂餐廳 (非住宅),26/01/2022,13843
油尖旺,嘉業大廈 麥當勞 (非住宅),26/01/2022,13858
荃灣,石荷樓1樓 (非住宅),26/01/2022,"13876, 13877"
油尖旺,中銀太子大樓 (非住宅),26/01/2022,13877
葵青,港鐵太子站 點點綠 (非住宅),26/01/2022,13877
荃灣,仁濟醫院鄭裕彤兒童成長發展中心 (非住宅),26/01/2022,"13876, 13926"
沙田,新城市廣場 麥當勞 (非住宅),26/01/2022,13880
九龍城,聖羅撒學校 (非住宅),26/01/2022,13918
觀塘,Two Harbour Square 日日香鵝肉飯店 (非住宅),26/01/2022,"13919, 14041"
九龍城,永德大廈 大家樂 (非住宅),26/01/2022,13915
東區,漁灣街市 (非住宅),26/01/2022,"13929, 13930, 13939"
荃灣,荃灣廣場 euro go go (非住宅),26/01/2022,13933
沙田,李卓敏基本醫學大樓 (非住宅),26/01/2022,13940
觀塘,怡生工業大廈 (非住宅),26/01/2022,13944
元朗,俊宏軒第9座地下 (非住宅),26/01/2022,13971
元朗,山洞火鍋 (非住宅),26/01/2022,13971
葵青,大窩口社區中心 (非住宅),26/01/2022,13976
荃灣,荃灣廣場 Eurogogo (非住宅),26/01/2022,13972
黃大仙,新光中心 廣東燒味餐廳 (非住宅),26/01/2022,13997
觀塘,製衣業訓練局九龍灣訓練中心 (非住宅),26/01/2022,14000
大埔,太和邨麗和樓地下 (非住宅),26/01/2022,14005
觀塘,安達商場 (非住宅),26/01/2022,14006
葵青,榮芳街街市 (非住宅),26/01/2022,"14004, 14035"
沙田,頌安商場 時代冰室 (非住宅),26/01/2022,"14041, 14042"
灣仔,登龍閣 悉尼樂園 (非住宅),26/01/2022,14040
黃大仙,鳳凰村大廈地下 (非住宅),26/01/2022,14048
葵青,葵興商場 檸檬冰室 (非住宅),26/01/2022,14059
油尖旺,佐敦薈 凱日精品粤菜館 (非住宅),26/01/2022,14067
黃大仙,荷里活廣場 麥當勞 (非住宅),26/01/2022,14072
葵青,永祥工業大廈 (非住宅),26/01/2022,14075
西貢,寶寧路28號地下 (非住宅),26/01/2022,14108
西貢,明德商場 荷蘭冰室 (非住宅),26/01/2022,"14104, 14108"
葵青,昌榮樓 家家樂餐廳 (非住宅),26/01/2022,14119
深水埗,愛海頌1座 (非住宅),26/01/2022,14118
中西區,威勝商業大廈 德勝小廚 (非住宅),26/01/2022,14118
西貢,新都城中心2期 復興牛什魚蛋 (非住宅),26/01/2022,14121
荃灣,荃灣千色匯1期 馬六 (非住宅),26/01/2022,14131
葵青,葵芳邨葵健樓 (非住宅),26/01/2022,14167
沙田,沙角熟食中心 劉萬利咖啡粉麵 (非住宅),26/01/2022,14161
東區,食物環境衞生署漁灣街市及熟食中心 (非住宅),26/01/2022,14189
東區,金源商場 冠華冰廳 (非住宅),26/01/2022,14189
油尖旺,利民大樓 港城粉麵茶餐廳 (非住宅),26/01/2022,14192
沙田,新田村73號 金順茶餐廳 (非住宅),26/01/2022,14246
元朗,天一商城 禦皇燒臘餐廳 (非住宅),26/01/2022,14240
灣仔,華潤大廈 (非住宅),26/01/2022,14267
觀塘,大本型 北海道牧場 (非住宅),26/01/2022,14263
大埔,逸瓏坊地下 (非住宅),26/01/2022,14267
東區,益高工業大廈 一豐味 (非住宅),26/01/2022,14263
中西區,聯安新樓 阿元菜市場 (非住宅),26/01/2022,14314
中西區,念慈樓 多寶樂茶餐廳 (非住宅),26/01/2022,14314
深水埗,桂林街38A號 新香園 (非住宅),26/01/2022,14320
荃灣,荃灣千色匯1期 越北 (非住宅),26/01/2022,14325
灣仔,瑞安中心 Delifrance (非住宅),26/01/2022,14331
灣仔,希慎廣場 (非住宅),27/01/2022,"12872, 13012, 14138"
油尖旺,旺角中心 (非住宅),27/01/2022,"13088, 13312, 14246"
荃灣,香港港安醫院—荃灣 (非住宅),27/01/2022,"13145, 13287, 13289, 13306, 14044, 14120"
葵青,長發廣場 意樂餐廳 (非住宅),27/01/2022,"13170, 14055"
荃灣,如心廣場 (非住宅),27/01/2022,"13340, 14054"
東區,小西灣廣場 (非住宅),27/01/2022,"13614, 13860"
元朗,天一商城 魚眾不同酸菜魚 (非住宅),27/01/2022,"13808, 14054"
元朗,天瑞商場 (非住宅),27/01/2022,"13807, 13971"
九龍城,佳富樓 匠心 (非住宅),27/01/2022,"13875, 14155"
九龍城,黃埔花園5及6期 (非住宅),27/01/2022,13875
九龍城,黃埔天地 九號水產 (非住宅),27/01/2022,13875
荃灣,昌耀大廈 大家樂 (非住宅),27/01/2022,13926
觀塘,宏利金融中心A座 (非住宅),27/01/2022,13920
東區,翠樂邨翠祿樓 (非住宅),27/01/2022,"13929, 13930, 13939, 13981"
荃灣,荃灣千色匯I期 釣魚翁 燒鵝．海鮮飯店 (非住宅),27/01/2022,13945
觀塘,牛頭角市政大廈 (非住宅),27/01/2022,14006
葵青,寬德大廈地下 川味美食 (非住宅),27/01/2022,"14035, 14036"
黃大仙,廣發大廈地下 (非住宅),27/01/2022,"14034, 14074"
葵青,葵芳廣場 雲貴軒米線專門店 (非住宅),27/01/2022,"14035, 14036"
觀塘,觀塘廣場 龍寶酒家 (非住宅),27/01/2022,14031
沙田,新田村73號地下 金順茶餐廳 (非住宅),27/01/2022,14042
元朗,開心廣場 (非住宅),27/01/2022,14054
葵青,長榮工業大廈 (非住宅),27/01/2022,14075
黃大仙,富山邨熟食檔 (非住宅),27/01/2022,14072
黃大仙,富山邨富仁樓地下 (非住宅),27/01/2022,14072
大埔,大宏街6-8號 (非住宅),27/01/2022,14080
油尖旺,彌敦道498-500號 紅茶冰室 (非住宅),27/01/2022,14102
中西區,港鐵堅尼地城站 (非住宅),27/01/2022,14102
沙田,沙角商場 半島冰廳 (非住宅),27/01/2022,14102
荃灣,荃薈 大快活 (非住宅),27/01/2022,14105
荃灣,卓悅大廈 (非住宅),27/01/2022,14111
葵青,葵盛東商場 明星海鮮酒家 (非住宅),27/01/2022,14119
東區,筲箕灣道112-114號 (非住宅),27/01/2022,14127
灣仔,東角中心(舊翼) (非住宅),27/01/2022,14127
北區,花都廣場 (非住宅),27/01/2022,14125
東區,北角海逸酒店 (非住宅),27/01/2022,14127
東區,民新大廈 (非住宅),27/01/2022,14127
荃灣,卓明大廈 (非住宅),27/01/2022,14131
深水埗,長沙灣廣場 富臨漁港 (非住宅),27/01/2022,14138
葵青,長康邨康泰樓 百份百餐廳 (非住宅),27/01/2022,14132
九龍城,百合苑商場 九號水產 (非住宅),27/01/2022,14155
九龍城,黃埔新天地第5及6期 (非住宅),27/01/2022,14155
油尖旺,香港逸東酒店 (非住宅),27/01/2022,14163
東區,仁寶閣地下 (非住宅),27/01/2022,14165
東區,北角匯 牛牛日式火鍋放題 (非住宅),27/01/2022,14164
屯門,建生商場 廚皇茶餐廳 (非住宅),27/01/2022,14168
觀塘,坪石邨 (非住宅),27/01/2022,14163
大埔,廣福邨廣平樓地下 (非住宅),27/01/2022,14177
黃大仙,彩雲商場 彩龍皇宮大酒樓 (非住宅),27/01/2022,14189
東區,威菲路道2號 威飛食店 (非住宅),27/01/2022,14192
葵青,金祿樓 尚品小廚 (非住宅),27/01/2022,14192
中西區,中環李錦記 (非住宅),27/01/2022,14192
元朗,金倫大厦 老上海錕飩舖 (非住宅),27/01/2022,14251
沙田,科學園12W大樓地下 (非住宅),27/01/2022,14267
沙田,海福商場 金城小廚 (非住宅),27/01/2022,14298
沙田,瀝源街市 盛記麵家 (非住宅),27/01/2022,14298
北區,張知行大廈 海港酒家 (非住宅),27/01/2022,14314
北區,花都廣場 福滿庭酒家 (非住宅),27/01/2022,14314
油尖旺,金雞廣場 真味鮮廚 (非住宅),27/01/2022,14315
中西區,泛海大廈 (非住宅),27/01/2022,14327
九龍城,九龍城廣場 馥苑海鮮酒家 (非住宅),27/01/2022,14327
九龍城,九龍城市政大廈 (非住宅),27/01/2022,14327
元朗,天耀廣場 (非住宅),27/01/2022,14331
葵青,新都會廣場 (非住宅),28/01/2022,"12654, 12708, 13100, 13124, 13193, 13224, 13250, 13276, 13338, 13859, 14035, 14036, 14169"
離島,香港國際機場 (非住宅),28/01/2022,"13116, 13612, 13945, 14013"
灣仔,稅務大樓 (非住宅),28/01/2022,"13188, 14125, 14267, 14331"
荃灣,荃灣千色匯1期 (非住宅),28/01/2022,"13197, 13363, 13373, 14131"
屯門,屯門市廣場1期 (非住宅),28/01/2022,"13448, 14060, 14260"
深水埗,北河街市政大廈 (非住宅),28/01/2022,"13681, 14031, 14137, 14324"
離島,富東廣場 (非住宅),28/01/2022,"13793, 13846, 13981, 14065"
觀塘,恆生工業大廈 (非住宅),28/01/2022,13919
沙田,沙角商場 (非住宅),28/01/2022,"13990, 14102, 14161"
荃灣,富麗商場 麥當勞 (非住宅),28/01/2022,14004
黃大仙,彩雲商場 麥當勞 (非住宅),28/01/2022,14031
大埔,太和商場 麥當勞 (非住宅),28/01/2022,14043
葵青,青衣市政大廈 (非住宅),28/01/2022,14055
觀塘,油麗商場地下 (非住宅),28/01/2022,14061
黃大仙,中銀慈雲山大樓 (非住宅),28/01/2022,14075
深水埗,香港城市大學 (非住宅),28/01/2022,14076
黃大仙,慈康邨地下 (非住宅),28/01/2022,14073
油尖旺,鴻威大廈 老北京餛飩皇 (非住宅),28/01/2022,"14074, 14075"
黃大仙,慈雲山中心 大家樂 (非住宅),28/01/2022,14073
黃大仙,慈雲山中心 桃園制作粥麵餐廳 (非住宅),28/01/2022,"14073, 14152"
灣仔,駱克道151號 大家樂 (非住宅),28/01/2022,14099
黃大仙,彩雲商場 成發餐廳 (非住宅),28/01/2022,"14095, 14189"
屯門,珀御地下 BYOB Coffee Roaster (非住宅),28/01/2022,14096
觀塘,南華工業大廈 (非住宅),28/01/2022,14094
灣仔,修頓中心 (非住宅),28/01/2022,14099
元朗,大橋街市 (非住宅),28/01/2022,"14098, 14240"
灣仔,胡忠大廈 (非住宅),28/01/2022,14099
觀塘,清水灣道8號匯八坊 (非住宅),28/01/2022,14107
大埔,八號花園地下 八號餐廳 (非住宅),28/01/2022,14100
油尖旺,港九潮州公會中學 (非住宅),28/01/2022,14107
油尖旺,新世紀廣場 元気寿司 (非住宅),28/01/2022,14100
油尖旺,新世紀廣場 韓樂餐廳 (非住宅),28/01/2022,14107
西貢,寶林商場 (非住宅),28/01/2022,14108
葵青,北葵涌街市 (非住宅),28/01/2022,"14119, 14158, 14253"
葵青,石籬商場1期 東海粥品 (非住宅),28/01/2022,14119
葵青,石籬商場2期 (非住宅),28/01/2022,14119
葵青,石籬商場2期 百份百餐廳 (非住宅),28/01/2022,14119
沙田,富安花園商場 (非住宅),28/01/2022,14122
葵青,長青邨青葵樓 (非住宅),28/01/2022,14127
油尖旺,九龍草地滾球會 (非住宅),28/01/2022,14121
西貢,新都城中心1期 (非住宅),28/01/2022,14121
北區,雍盛苑雍薈閣 (非住宅),28/01/2022,14125
中西區,荷李活道52號 Lassana (非住宅),28/01/2022,14138
油尖旺,廣華街22號地下 (非住宅),28/01/2022,14138
屯門,恒福商場 大快活 (非住宅),28/01/2022,14135
油尖旺,國際廣場 (非住宅),28/01/2022,14138
油尖旺,彌敦道26號 (非住宅),28/01/2022,14142
觀塘,中海日升中心 Why Not Bowl? (非住宅),28/01/2022,14141
大埔,寳湖街街市 (非住宅),28/01/2022,14143
大埔,大埔超級城 翠園 (非住宅),28/01/2022,"14142, 14143"
觀塘,聯僑廣場 (非住宅),28/01/2022,14141
荃灣,梨木樹商場 (非住宅),28/01/2022,14158
黃大仙,慈康邨康添樓 (非住宅),28/01/2022,14152
灣仔,軒尼詩道449號地下 (非住宅),28/01/2022,14164
油尖旺,新世紀廣場 敏華冰廳 (非住宅),28/01/2022,14161
東區,新和富大廈 月見日本料理 (非住宅),28/01/2022,14164
沙田,沙角商場 仁和堂龜苓膏專門店 (非住宅),28/01/2022,14161
油尖旺,希爾頓大廈 (非住宅),28/01/2022,14178
油尖旺,好時中心 (非住宅),28/01/2022,14178
沙田,培僑書院 (非住宅),28/01/2022,14177
沙田,沙田賽馬會綜合大樓 (非住宅),28/01/2022,14177
沙田,仁安醫院 (非住宅),28/01/2022,14177
